hotel_id	hotel_name	hotel_address	city	country	hotel_score
152	The Goring	'The Goring, Victoria Square, St. James''s, Victoria, City of Westminster, London, Greater London, England, SW1W 0JJ, United Kingdom'	London	United Kingdom	9.4
153	Novotel Paris 14 Porte d Orl ans	17, Boulevard Romain Rolland, Quartier du Petit-Montrouge, 14th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75014, France	Paris	France	8.3
154	The Pelham Starhotels Collezione	Institut Français, Cromwell Mews, Brompton, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW7, United Kingdom	London	United Kingdom	8.6
155	The Montague On The Gardens	The Montague on the Gardens, 15, Montague Street, Holborn, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1B 5BJ, United Kingdom	London	United Kingdom	9.3
156	Ritz Paris	Quartier Vendôme, 1st Arrondissement, Paris, Ile-de-France, Metropolitan France, 75001, France	Paris	France	9.8
157	Hotel Les Rives de Notre Dame	Sartoni & Cerveau, Quai Saint-Michel, Quartier de la Sorbonne, 5th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75005, France	Paris	France	8.6
158	Sofitel Paris Le Faubourg	'Hôtel Sofitel Le Faubourg, Rue Boissy d''Anglas, Quartier de la Madeleine, 8th Arrondissement of Paris, Paris, Ile-de-France, Metropolitan France, 75008, France'	Paris	France	8.5
159	Bassano	15, Rue de Bassano, Quartier de Chaillot, 16th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75116, France	Paris	France	8.3
160	Best Western Premier Le Swann	'5, Rue de Naples, Quartier de l''Europe, 8th Arrondissement of Paris, Paris, Ile-de-France, Metropolitan France, 75008, France'	Paris	France	8.3
161	H tel des Academies et des Arts	15, Rue de la Grande Chaumière, Quartier Notre-Dame-des-Champs, 6th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75006, France	Paris	France	8.8
162	Hotel Lumen Paris Louvre	8, Passage Saint-Roch, Quartier du Palais Royal, 1st Arrondissement, Paris, Ile-de-France, Metropolitan France, 75001, France	Paris	France	8.7
163	Le Marquis Eiffel	Hôtel Paris Le Marquis Eiffel, 15, Rue Dupleix, Quartier de Grenelle, 15th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75015, France	Paris	France	8.8
164	COQ Hotel Paris	Coq Hôtel, Rue Édouard Manet, Quartier de la Salpêtrière, 13th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75013, France	Paris	France	9
165	Mill sime H tel	15, Rue Jacob, Quartier de Saint-Germain-des-Prés, 6th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75006, France	Paris	France	9.3
166	The Leonard Hotel	The Leonard Hotel, 15, Seymour Street, Marylebone, City of Westminster, London, Greater London, England, W1H 7JW, United Kingdom	London	United Kingdom	8.2
167	DoubleTree by Hilton London Hyde Park	St Petersburgh Place, Bayswater Road, Royal Borough of Kensington and Chelsea, London, Greater London, England, W2 4RT, United Kingdom	London	United Kingdom	8.4
168	The Ritz London	'The Ritz London, 150, Piccadilly, St. James''s, Mayfair, City of Westminster, London, Greater London, England, W1J 9BR, United Kingdom'	London	United Kingdom	9.3
169	M by Montcalm Shoreditch London Tech City	'M by Montcalm Shoreditch, 151-157, City Road, Saint Luke''s, London Borough of Islington, London, Greater London, England, EC1V 1JH, United Kingdom'	London	United Kingdom	9.1
170	Legend Saint Germain by Elegancia	Legend Hotel by Elegancia, 151, Rue de Rennes, Quartier Notre-Dame-des-Champs, 6th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75006, France	Paris	France	8.9
171	Clayton Crown Hotel London	The Crown Moran Hotel, Yew Grove, Cricklewood, London Borough of Brent, London, Greater London, England, NW2 3AB, United Kingdom	London	United Kingdom	8
172	Au Manoir Saint Germain	Au Manoir Saint-Germain des Prés, Boulevard Saint-Germain, Quartier de Saint-Germain-des-Prés, 6th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75006, France	Paris	France	8.6
173	St Paul s Hotel	'St Paul''s Hotel, Hammersmith Road, Brook Green, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 7BY, United Kingdom'	London	United Kingdom	9
174	Best Western S vres Montparnasse	Best Western Sèvres Montparnasse, Rue de Vaugirard, Quartier Necker, 15th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75015, France	Paris	France	7.8
175	The Bloomsbury Hotel	The Bloomsbury, Bainbridge Street, Holborn, St Giles, London Borough of Camden, London, Greater London, England, WC1A 1HH, United Kingdom	London	United Kingdom	9
176	Nolinski Paris	'16, Avenue de l''Opéra, Quartier du Palais Royal, 1st Arrondissement, Paris, Ile-de-France, Metropolitan France, 75001, France'	Paris	France	9.4
177	Le Tourville Eiffel	Hôtel Le Tourville, 16, Avenue de Tourville, Quartier du Gros-Caillou, 7th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75007, France	Paris	France	8.8
178	Paris Marriott Opera Ambassador Hotel	'22, Boulevard Haussmann, Quartier de la Chaussée-d''Antin, 9th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75009, France'	Paris	France	7.9
179	Hotel Indigo London Paddington	Sussex Fish Bar, 20, London Street, Paddington, City of Westminster, London, Greater London, England, W2 1HL, United Kingdom	London	United Kingdom	8.7
180	Idol Hotel	'Idol Hotel, 16, Rue d''Edimbourg, Quartier de l''Europe, 8th Arrondissement of Paris, Paris, Ile-de-France, Metropolitan France, 75008, France'	Paris	France	9.1
181	H tel California Champs Elys es	16, Rue de Berri, Quartier du Faubourg-du-Roule, 8th Arrondissement of Paris, Paris, Ile-de-France, Metropolitan France, 75008, France	Paris	France	8.2
182	Hotel de Seze	Madeleine, Rue de Sèze, Quartier de la Madeleine, 9th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75008, France	Paris	France	9.2
183	Number Sixteen	77, Sumner Place, Brompton, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW7, United Kingdom	London	United Kingdom	9.1
184	Hotel Xenia Autograph Collection	159, Cromwell Road, South Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW7 4DS, United Kingdom	London	United Kingdom	9
185	H tel Hor	Hôtel Hor, Rue La Fayette, Quartier Saint-Vincent-de-Paul, 10th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75010, France	Paris	France	8.6
186	Britannia International Hotel Canary Wharf	International Hotel, 163, Marsh Wall, Isle of Dogs, London Borough of Tower Hamlets, London, Greater London, England, E14 9SJ, United Kingdom	London	United Kingdom	7.1
187	Best Western Op ra Batignolles	Best Western Opera Batignolles, Rue Dulong, Quartier des Batignolles, 17th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75017, France	Paris	France	7.6
188	H tel de Banville	Hôtel de Banville, Boulevard Berthier, Quartier de la Plaine-de-Monceau, 17th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75017, France	Paris	France	8.7
189	Villa Eugenie	Villa Eugénie, Rue Dulong, Quartier des Batignolles, 17th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75017, France	Paris	France	6.8
190	Hilton London Euston	Hilton London Euston, 17-18, Upper Woburn Place, Holborn, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1H 0HT, United Kingdom	London	United Kingdom	7.4
191	Egerton House	Egerton Gardens Mews, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW3 2EH, United Kingdom	London	United Kingdom	9.3
192	Millennium Hotel London Knightsbridge	Gucci, Pavilion Road, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW3 1AP, United Kingdom	London	United Kingdom	7.5
193	H tel Raphael	2, Avenue des Portugais, Quartier de Chaillot, 16th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75116, France	Paris	France	8.7
194	Le 7 Eiffel Hotel	17, Rue Amélie, Quartier du Gros-Caillou, 7th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75007, France	Paris	France	8.5
195	Paris Marriott Rive Gauche Hotel	Marriott Rive Gauche, Boulevard Saint-Jacques, Quartier du Parc-de-Montsouris, 14th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75014, France	Paris	France	7.5
196	Hotel La Place	Hotel La Place, 17, Nottingham Place, Marylebone, City of Westminster, London, Greater London, England, W1U 5LG, United Kingdom	London	United Kingdom	7.6
197	Hotel Le Pera	'Le Péra, 17, Rue de Caumartin, Quartier de la Chaussée-d''Antin, 9th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75009, France'	Paris	France	7.8
198	H tel Bedford	'17, Rue de l''Arcade, Quartier de la Madeleine, 8th Arrondissement of Paris, Paris, Ile-de-France, Metropolitan France, 75008, France'	Paris	France	8.6
199	Drawing Hotel	Paris Palais Royal, Rue Molière, Quartier du Palais Royal, 1st Arrondissement, Paris, Ile-de-France, Metropolitan France, 75001, France	Paris	France	8.9
200	Novotel Paris Centre Gare Montparnasse	Novotel Paris Gare Montparnasse, Rue du Cotentin, Quartier Necker, 15th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75015, France	Paris	France	8.1
201	D clic Hotel	9, Rue Duhesme, Quartier des Grandes-Carrières, 18th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75018, France	Paris	France	8.8
202	Villa d Estr es	17, Rue Gît-le-Coeur, Quartier de la Monnaie, 6th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75006, France	Paris	France	8.7
203	Bulgari Hotel London	Bulgari Hotel, 171, Knightsbridge, City of Westminster, London, Greater London, England, SW1X 7PD, United Kingdom	London	United Kingdom	9.3
204	Novotel London Greenwich	Greenwich Novotel, Greenwich High Road, Royal Borough of Greenwich, London, Greater London, England, SE10 8JL, United Kingdom	London	United Kingdom	8.6
205	Park Avenue Baker Street	Park Avenue Baker Street, 173, Gloucester Place, Marylebone, City of Westminster, London, Greater London, England, NW1 6DT, United Kingdom	London	United Kingdom	7.7
206	Hotel Plaza Elys es	Hôtel Plaza Élysées, Boulevard Haussmann, Quartier du Faubourg-du-Roule, 8th Arrondissement of Paris, Paris, Ile-de-France, Metropolitan France, 75008, France	Paris	France	8.5
207	Hotel Champs Elys es Friedland by Happyculture	Hôtel Étoile Friedland, Rue du Faubourg Saint-Honoré, Quartier du Faubourg-du-Roule, 8th Arrondissement of Paris, Paris, Ile-de-France, Metropolitan France, 75008, France	Paris	France	8.7
208	Malmaison London	'Malmaison, 18-21, Charterhouse Square, Saint Luke''s, Clerkenwell, London Borough of Islington, London, Greater London, England, EC1M 6AH, United Kingdom'	London	United Kingdom	8.7
209	The Park City Grand Plaza Kensington Hotel	'20, Lexham Gardens, Earl''s Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 5JJ, United Kingdom'	London	United Kingdom	8.3
210	Park Plaza London Riverbank	Park Plaza Riverbank, 18, Albert Embankment, Vauxhall, London Borough of Lambeth, London, Greater London, England, SE1 7TJ, United Kingdom	London	United Kingdom	8.3
211	Pullman Paris Tour Eiffel	Pullman Paris Tour Eiffel, 18, Rue Jean Rey, Quartier de Grenelle, 15th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75015, France	Paris	France	8.6
212	Danubius Hotel Regents Park	'Danubius Hotel Regents Park, 18, Lodge Road, St. John''s Wood, City of Westminster, London, Greater London, England, NW8 7JT, United Kingdom'	London	United Kingdom	8.1
213	Hotel Bachaumont	Hôtel Bachaumont, Rue Bachaumont, Quartier du Mail, 2nd Arrondissement, Paris, Ile-de-France, Metropolitan France, 75002, France	Paris	France	8.8
214	Franklin Roosevelt	18, Rue Clément Marot, Quartier des Champs-Élysées, 8th Arrondissement of Paris, Paris, Ile-de-France, Metropolitan France, 75008, France	Paris	France	8.6
215	H tel Horset Op ra Best Western Premier Collection	'20, Rue d''Antin, Quartier Gaillon, 2nd Arrondissement, Paris, Ile-de-France, Metropolitan France, 75002, France'	Paris	France	8.5
216	Best Western Paris Gare Saint Lazare	'Best Western Elysées Paris Monceau, Rue de Constantinople, Quartier de l''Europe, 8th Arrondissement of Paris, Paris, Ile-de-France, Metropolitan France, 75008, France'	Paris	France	7.6
217	Splendide Royal Paris	18, Rue du Cirque, Quartier de la Madeleine, 8th Arrondissement of Paris, Paris, Ile-de-France, Metropolitan France, 75008, France	Paris	France	9.4
218	The Rockwell	'Sherborne Court, Cromwell Road, Earl''s Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 0SS, United Kingdom'	London	United Kingdom	8.6
219	The LaLit London	Lalit London, 181, Tooley Street, Bermondsey Spa, Borough, London Borough of Southwark, London, Greater London, England, SE1 2JR, United Kingdom	London	United Kingdom	9.3
220	Mercure Paris Alesia	Mercure Paris Alesia, 185, Boulevard Brune, Quartier du Petit-Montrouge, 14th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75014, France	Paris	France	8.4
221	Courthouse Hotel London	Courthouse Hotel, 19-21, Great Marlborough Street, Soho, City of Westminster, London, Greater London, England, W1F 7HU, United Kingdom	London	United Kingdom	8
222	Best Western The Boltons Hotel London Kensington	'The Boltons Hotel by Best Western, 19-21, Penywern Road, Earl''s Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9AD, United Kingdom'	London	United Kingdom	7.7
223	Radisson Blu Edwardian Sussex	'Radisson Blu Edwardian Sussex Hotel, 19-25, Granville Place, St. James''s, Mayfair, City of Westminster, London, Greater London, England, W1H 6PA, United Kingdom'	London	United Kingdom	8
224	Hotel The Peninsula Paris	Le Rooftop, 19, Avenue Kléber, Quartier de Chaillot, 16th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75116, France	Paris	France	9.5
225	Le Narcisse Blanc Spa	Timhôtel Best Western Tour Eiffel Invalides, Boulevard de la Tour Maubourg, Quartier des Invalides, 7th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75007, France	Paris	France	9.5
226	The Pillar Hotel	The Pillar Hotel, Bethel Close, Brent Cross, London Borough of Barnet, London, Greater London, England, NW4 2EY, United Kingdom	London	United Kingdom	8.6
227	Crowne Plaza London The City	Crowne Plaza : The City, 19, New Bridge Street, Temple, City of London, Greater London, England, EC4V 6DB, United Kingdom	London	United Kingdom	8.6
228	H tel Les Dames du Panth on	19, Place du Panthéon, Quartier de la Sorbonne, 5th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75005, France	Paris	France	8.8
229	H tel Victor Hugo Paris Kl ber	Hôtel Victor Hugo, Rue Copernic, Quartier de Chaillot, 16th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75116, France	Paris	France	7.9
230	Grand Hotel Saint Michel	19, Rue Cujas, Quartier de la Sorbonne, 6th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75005, France	Paris	France	8.8
231	Hotel Maison Ath n e	'Le Péra, 17, Rue de Caumartin, Quartier de la Chaussée-d''Antin, 9th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75009, France'	Paris	France	8.8
232	Relais Du Louvre	'Le relais du Louvre, Rue des Prêtres Saint-Germain l''Auxerrois, Quartier Saint-Germain-l''Auxerrois, 1st Arrondissement, Paris, Ile-de-France, Metropolitan France, 75001, France'	Paris	France	8.9
233	Pullman Paris Montparnasse	Hôtel Pullman Montparnasse, Rue Vercingétorix, Quartier de Plaisance, 14th Arrondissement, Paris, Ile-de-France, Metropolitan France, 75014, France	Paris	France	8.1
234	Best Western Ducs de Bourgogne	Hôtel Best Western Ducs de Bourgogne, Rue du Pont Neuf, Quartier des Halles, Quartier Les Halles, 1st Arrondissement, Paris, Ile-de-France, Metropolitan France, 75001, France	Paris	France	7.7
235	Best Western Premier Op ra Opal	Le Week-end, Rue de Castellane, Quartier de la Madeleine, 8th Arrondissement of Paris, Paris, Ile-de-France, Metropolitan France, 75008, France	Paris	France	8.6
236	Amarante Champs Elys es	Hôtel Amarante Champs-Élysées, Rue Vernet, Quartier des Champs-Élysées, 8th Arrondissement of Paris, Paris, Ile-de-France, Metropolitan France, 75008, France	Paris	France	7.7
237	The Gore Hotel Starhotels Collezione	'The Gore Hotel, 190, Queen''s Gate, City of Westminster, London, Greater London, England, SW7 5EU, United Kingdom'	London	United Kingdom	8.6
238	The Hoxton Holborn	203, High Holborn, Holborn, St Giles, London Borough of Camden, London, Greater London, England, WC1V 7BD, United Kingdom	London	United Kingdom	9.2
239	Mercure London Kensington Hotel	'Mercure, 1a, Lexham Gardens, Earl''s Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 5JJ, United Kingdom'	London	United Kingdom	7.5
